username,th
d5179819718a325ee33fa2096f37995ea6cfea8c,7.572138
aa2ad4e1f1035826e6351e1e801eb57c0b494267,7.8835545
67212308d026508fd5b6942ffbbdd7b0be2e89de,3.9619725
a6f3201e19df0a0fdf0a3d878d6a8d2e50eefc70,7.8702683
a7442b91887824d182c90cd82955b97a1404dc21,4.9340363
e25991f3bf474e9b542b09aef2407a78f3ffc61d,6.629424
8fdb7157f90753735edf97fcc828b75e6a8042d6,7.713663
b7047722486e995e27292b5ab1945d72ab5a3708,6.977925
accf49bc7124b7fdffea9e75a869a597c4e8adce,4.924778
ca6829e71c271976a4eeae12cbba5e49f232da3e,6.897295
ea0a8f0b0b712337c3740e6ad5293f3dc47db568,7.42518
adcfbf9c58d92335f9b971f6a9afd19d9feab214,8.201116
c52befc118a44669cbf7912b419dfc433c1c0eee,7.8663244
61c0c30e1af44a3ad57880bfab7a88591a434b92,6.7432923
c4f595ca17b4c13287b0beec0dbd45d0e356055b,4.7572594
f18c98fe93f825e2c01296bad47dc072ff70eef1,7.752327
b3f68ef83acd623f98f4a03fc633905fb2a5b027,8.885063
93bda77bd8d32e4fa1a0549b76f807fbc22f1f7f,6.8864956
909386947a62f62c8b94ddde0b623b87c01e2524,7.2346516
c2660985c0dbf52fe68f7d3620fffa6ff8f2794f,8.072025
d8ad4586476ab6240c0ec83f3c12cd4cc7a8f622,8.750421
c28a837bbc21a0b6ea686c34b12a7e6badbc9140,8.048934
cc431fffd568a0d46d302233b4d71bd216fa94f3,7.1707463
90d54808ce52c41418550421c387818cae759dec,8.035805
a9ccae25b9a8738fd3ce42dfb0fc5e92ca9b8d7f,5.50745
8d0a196c1c472a4601384f4235f293c4a341b3a9,7.0571036
ed3e0c98995edeee0b0a55fe15929a82097e93fe,7.7967005
a62742a35ef9194f7da07e547fe13f99bb6257bd,5.2668724
e3c9abe5680cb3851ac38d00a01c46f58b6aaaeb,5.8726735
798e6393c36bd3b6dc0a9f97de7d4c87a6e5b252,0.780262
a74f9942a4bf89bc51a259bdd7f5427f1ccc82f8,8.604139
6434afe6261c6f3f4fdbad511a2db8ef090f8c07,6.7725377
b68533a39390311fdd9ca8baced33145784eb561,10.08271
df90d9da415c30c25a16e21ca85638577961e81b,7.5798078
cd32daa7c1ff3ed117a127c9c185c1b53a396138,5.9798064
dace1e5b88ac51d7bd53523ad70f8d5d188b9368,6.9922905
f90fb4df43d85aad3ae9602aea19fdb4f47de984,7.75717
72a34636b5a1de1c3796e43d5abc564b4d0803e7,5.6106267
d5e3e0d1ec5eae8e2fc08b9c3607cc766be6dffe,7.374876
a274dc9836c18bf295e9e81afecbdd72825ea79c,5.6584044
a1d026f103e45011fefbfd9ddc32eedf16edd5f8,5.4357224
9de51c3306c206bfeaf41f4aafc8526300a9f103,4.381305
dafd07b7aab7dad9894cee44cad55efc89255614,7.206998
e15002a49ed03188f18c7a791c458c19d1ec973a,7.7244167
899bf68f741b96e69c8b1d6bf22fd86e00b7c00f,5.7869945
b11bdeda44addd99b9b0cdc016fcd27262b51fdb,4.4804015
f7b65fa8dfbc07f71d9e206d1e1fd35b986cab65,7.3933563
ae84ba8c1585fe80b8d2cc991a9cc4af2921a2a2,10.0180855
f38238ea1bfa182b81a7d73d563b61dbf2825754,6.8932843
8ee77ba42fdd6aff7a9eaa84d70064c4cb39cdc2,6.818472
d84468682013517fdcb3506ee81783dcbdf3bad4,7.1880274
b25340984452108c2928e20f412866a7dbf4646c,8.786345
cfe62afe7795494a49cfaa46bdf17c38a3c0d284,8.29776
e63a9cdc387a31ea563ecc24b20eb824a8c54ebb,7.40942
a1b60c404f7df8f6f2695982048cac298567b821,7.8920217
f7e7c21b753521a3f4eb226d9c69d71214e183bd,7.5276804
12887fd9a4df4ba9b88a71f3fb1d2502a75995dd,7.55986
b392a38d92631885c3b63500548976ac63518da7,6.90339
9e1f7de0fe95b78cc2236adb52b0420b382b40c3,6.015525
b6535907c852434b9243df7a0e65f04d688d049f,8.534957
8c6976c873d2ab3f4af9188a4189c46a032a53d5,6.836921
f35248e9e95942a05313dda4f3a677705d8c651b,6.1388197
d13ea487552242f9c688d613dab06ea5b8a867a1,7.7127523
d11774bd10cd517b1cde216ca391e76efaf59b44,9.393231
9a20834c7ddbbf82eff849ff8e4f321b856970de,7.280488
fc83d8b4ec86934a2daa128311afedeb0ca5fd50,8.902654
952e48fc51ee7afbd972a8305c2f22a80ce9ce92,4.982706
cdfb7ea46096b2a49dd710ef5dfe7bb354cda15a,7.4669137
ac018ab3a6242492006b3ca1e0c508abd1761538,7.7959995
e65a627881df5d3e0bfad77c56221d858da5ead0,6.7462296
ea7332c6a62cada8a8e85200ddb71fed941ce876,6.9874897
86a7e49131f2acbd350c4b0b9a2243838bd4e122,7.754264
921b990c548efb5620585b0fe3049ed43dfda903,6.8142076
a727c00002127704e5ae41a4a08948dc43b4aefc,6.896635
8d811d7887c2c868b631a2bd296412bde2b49bae,7.8766165
cb7cbbf59876001661704aca5fa8d70467f514a6,7.392873
410357eb9129023509cfaf8d38be61c050bb3b05,5.437647
bd81b591d06c4a726078a831c11516d6ee27541d,6.051405
9b9216e586500b4d619e331890d3745eea1176b0,7.385508
b56069b7f468c9cb3ff1ed8830af52d4e2fe60c0,5.7975874
f01bb96987327c1dfec6ddbc980cfd85650f20d6,7.6305466
d0d3472fa981f90d8e6d036dea4bb627c73b6592,7.9910226
8d14518288c33c098206996aab23c31b3eefc864,6.40302
8dada7632816cb20f182c306ae74184ea9e056fb,7.093342
e105dc9d8869af3a83704a5d048424441ce4ad01,3.939438
d69d2c6bc916b8d054bd50f4270a1c6d8cca1426,6.3432183
bd18fefd95851483c8aab15987fec421f92523fb,6.733248
aa953585f60c1f5711c6d5159abbcaafcc89eb77,6.612512
e816ed48800359bfd078c1444a40e00be6fbb5bf,7.165743
badf8b0a0c342afb7e1eecc4fb19feb7ed28e180,6.938198
c072621681c71501470509aeb1c51e3f9f98df5e,4.421705
cb16d181d96fc8c94f8416437c059b5f0aabded1,6.25301
99935e2b7f9f41bd823ece5418896aaf72e223fc,6.9595604
e89a4f1825ece62064e95e63475769011258af36,7.2524796
9ec1ac8c3d812703485bee8d58b2a81f4edc8754,6.5043936
ad03c4fb44da8b106e362ef8c65fe2bf34a385d1,7.8573356
e04a53abed6db648ac01e162aad84ef8b608365b,7.4674006
d8550edf3efaf335a9648aec7584ab6acb55cf30,7.926695
e67fff49031a4f2699f10d6a2dd89b4cafc70323,6.5987406
f944b947ec651ccf64807b644af38c6f04229bb7,6.54035
737dd3b5a70f36e8bb79f4c5cf86c7ccfb1e7d55,4.530395
e659bb37740950badc7fac606f227ba5f74fa866,7.1585913
ce56b4a23981e6c9f70e87f087bc1be07fdf25cd,8.791823
e873b044ecba72370076d7fe198eeaad94bef3a1,2.5868678
ecd66b9bbdcc6ae1eb9a6b765868cba3601730b6,7.620825
c746678029d2139e7658a0f94e98bbf09f258673,5.532333
9bc8e6286b7a331de79c4c4e868b806c0b3bb12a,8.748036
a90b8415afe8507a36e7be7511fd36f1045418b7,3.3532894
bb603e54f5809d802fec4c70df7b2c29a5125a89,8.179819
f492b1eb37bae60ab4597c161e7b67d9cc9e4dc6,5.7451687
dc5325f05ad384cacb2431acfa1f398913151afb,6.661488
f459440c7a99294ca9763f332cd9aa09b0c280d6,4.7535543
994f5b5cdc8a126efbb290700caf797948ac1841,8.370095
b041f9ef5ab6da232256530cf8e22c31ac99971d,9.563309
88188301e8d3565c7f1e2cee1f9ab8794676216a,6.0283823
cb72cf616f3cafed458ef94be529c172bbcc5277,7.7363787
bf22fb15bf51bc4bcf3d50f7494caad62a596d0e,7.4925947
ce201bf315598feafcad345a663284bc266862c0,7.7308936
f9e06c04dc036b01f65e7f71a9201922f201dade,9.151661
ae7e6756887c7c2d0e3d26bb83045d298dcb5ddd,7.7884007
bb81a7f88631b987cd15c8d539e806ad17a5b664,6.5931807
d1e238d8cc58ceae3359c94b2a4a976a975fc9ac,7.89002
f0be3049c99eb84be5aae5352c2f0ccf661e1f43,7.0415306
ededd47b1e0c18d4af4ad2b0cc21eebcb7c6e6b9,6.844467
9d789185f1d5fb7bd42acd9d6dc1f5380fef1c4c,6.003288
91f7019ee1831ead0e667cf264dfe7be6b743f3f,8.49202
af12f06588c971f6425a28d61e4511bafff05bb7,6.517912
ae75c8309bea2f4a1b1624ce50d0994d5b4dc451,9.219291
d73a15bdcce722312152f547cec67e8dd584a6a8,8.244964
f9f4d4ef2a3de006bd037db9eb160ab8e51c79f2,9.744004
f91758fe4f441cd4b7b053a03252b4c50f3d4737,7.317756
e99d4fb3ef87d5e201da3b08841541fd953af089,6.471638
d2ef78c03149ddfd267005d0dcd248adcc227e02,8.149389
edd78ffaa7bc16d94ee6908b98b3d9863f492c89,7.1935134
88a694a270a460f5a09e1e8c569b036d03b9b5ea,8.783905
ba37558e4c84bdb5486d1b3622b0ac7ed3d5222d,9.456242
8ef999ab1a83c2760064ac6c7a4b6c4115c5a186,6.551361
d92840812393583b0f053de80ecee59f5b19bc03,8.132566
9cf5d1c0d7ddfd6b78c222e83894ca3a75ee47f2,7.791651
92828f67b16f5e96ddb0d436aaa6f1193104c037,7.837887
98903e3bc03971360097ad809526370f701ef5f7,7.620609
5b023883ac089df249ef06f7c8c4398f37e1c55d,5.670498
d11e42daac68288eea95d8923771a326e667b520,8.799828
529d7e5b25e40c18bb7ea49be0963ed7f3e288ea,7.107405
b51687ca4edcbe2376bc3204617227bceb0a52c0,5.7308254
92213400df98f5441533511526206328cdde4159,5.5213785
8e5fc3c13f17c0502fe3f0a8404b461b46183f8a,7.377497
b3946c98c388b721854634038fbd1820a7ff046d,5.6102324
ad57f4feb3cdcdfbb77d4ccd074d9ca50227661d,8.460229
adc3882c435a390c34d34279b5528215928944df,7.8049364
b8e898c506ad360ead5d4fafe6651fadfed6645a,6.846602
a10c5f4ba04fc56032719cc84184c0ad5b5f8446,5.853797
e07c3edba3602b0d172c2db763539dfa9819027c,9.026592
c3fdd44aeb469416e4895afe4040e54eebc23db5,6.639264
549b4b9f5408631f8a062a6a3b71c496646ee0fb,6.4852295
f440f5463ae218aef17a60e9f2ffc7dbbc45dc54,7.42345
f92e3ec921384713419dca56d1fe2be1d51f1b54,7.313128
797c7c555f32a47816ca7f0c017002a2131c132a,5.481081
eaf60b6a377c720fa7a13f97831f38531047a217,7.2657375
f91b376092344f19705df8873d25aa4a34bafce6,8.351494
bbaeaab91cec9991b4747c8ca3fba0981bf68ad5,4.575852
9272bf390ef4a8e31a5285c14ec721495414c53a,6.688553
d66c55f4502b462e88d4529dd6b4d167fd42d165,7.0880194
950671c7855e25bf4a8330768cabc430bee030c9,7.1539416
9d46769291771df99e8061cc9c5d79aacb087210,5.050709
cbb7db3eb5270179fe8ebb9e73dde2c894c9a971,6.6024513
baae1f7bd8567b6f9e220cc863c92124fa71e1fe,10.247896
cc1f8f78f5ef5237c717194b38699b168c265513,5.16777
f4367a0ab2083a66a5fa812df89e590d3fd3b5a8,5.7582207
e85a79ca1bb1f59951efb5c25e40e0ee73985cdb,5.4491134
9b6d776d82bca421eb10bc4a1f5f866af7fc2a3d,7.7847533
9d69c1d50467997289ee1396002cd197883a2b74,3.0263972
bc8caaa2729aa0c9179e8d66388586a4a8586f20,7.636938
aa2288779d4ddfe46b3dcab170577d4f5096ab15,6.5911436
fb0a2834f5f131005e12dc1962056623ee6a7188,7.3182287
9b4fd6bc9be128b294d3a8590bb6a146bc503902,7.615684
f9491b0ab4aee90c428545e0e315a3af1f827595,8.491889
b1179b71e93f6ccfe9702cc342e53c5c04d2cf60,7.725998
cf8a26a2ce3ac2cfd81a1050e73bdc7a4cd225e0,2.6881132
8b158f3040b574b6d08148e24946fba8bbdc29ca,7.4108396
326a025b5c23347b9eb2c5ceae75a5908a461f69,6.2605424
9d91374d67624389dacb4b429b8fa8c18442b29c,5.4606194
a24729ea6c4aab24a9d6dc73513113e8b8fcf35c,6.2777777
f4d9301713b16c13c174f19e18d0200175494a79,6.5358777
b27862a2f9590331f29ffdc8f3648dec2a7a7d30,6.303601
9c03af1da21c500de8e0a1be24e3c22d341961ca,5.8190355
c8ea10d959a7c782b45e6e83040472d432fa448f,6.0515428
96d8f7656a57c4a757129d95863a463358a0c3ca,8.204225
dfdeea1cf0b4fb6c906a25d99aa5756efe14c996,8.993954
9a5d7462df7a85794cd0d7d2c510ebf725d2e13d,5.788249
ece9b75bda9d53b5a67f7bb53b5635a3df017020,5.6702504
c4504ac02ad7e7e0c9ea3a1d78601374e483fc30,5.305062
8ee958ba68793684a9962e1b60847d7b73d7c9d1,7.9230895
8ab396fa5981adcdc777254c57ea744f1fd4cd2c,3.9254305
bfb055d2c2ba396d5e6bd6022719b3ade1cd1407,5.0884867
c8bd30152ccbeebb18f9b1fedac0869f845980df,8.7122965
8f19ffb508b23f955b93ebd99153f8ec99025785,7.0288806
a94238b07de77bffd5189487ac3d56b96db7e09a,7.4782796
a819175c8808635fda7c3854536f82d90a7b31cf,6.1984353
f4a045088bd0003226023c10214248049d9da90f,1.1045403
e1d3226bcfad8043e69d31f3d76e719c7f041d3e,8.838695
cee203ff00aaca3eaaef780ea6c4a68a3f8fd2fa,7.4367843
c21b13edbab3d247c8816a374ebb57ef71700952,7.157537
a7e953186fda9e7bf8368e2d00a19d024f7db5c8,6.784831
86d9a98ab0225d2c2faf6d51fe3b9fad194c3ce3,7.345346
cd6862158d54e5c270e8d4bed99f73f32a721e14,6.739421
fef4a3263ed9a8ab14d457694bb8fd86ccd98312,7.808831
9a6d7a470aab3fb51ab58261637c58c239ad804f,8.406654
d6515d627895751c832a3075053719da2f5e6cef,7.589082
a57e6a1dc883554789ef6049be9b51530a7aa207,8.315474
c670d2529bab25c82fc7c3757cb11e7f2e404de8,17.038338
c096fc1d9c0ad8efae9cfd509f75522c50603692,6.604273
9cf17df2214b19cf4cd63df22b802afde8cb98eb,4.764263
b9cfcb9ade5f88679b72a7977c50eaca7170206b,7.0921984
0134f9f410c65ad0e8c2254a7e9288670e02a183,6.710072
f6c974c003c063735fb1afcba0aec50acdb89861,7.0875382
efcf2fbf26e74d0af378d96a168c8cdc05c42a84,8.34175
92cea32d04d98c66af1c1366fe9811047a9b1cea,10.062913
bdcfd5ee015db872058dc442ab9d3c72518366ff,8.060446
93635a4013ec683f217cad90ca4e41aa557c3922,1.1567321
e0850b1bd8f8de58096da128ec94efbdf5f05ca8,6.3242707
c8a8565f00553a00a5d510958dc8c40a4a477783,7.4934206
0aaebc88f6106684d6993c156104c1ef36cf94e0,7.1461334
f037357014544261767c6ab5b172b246b09d3ddb,6.3457184
edc5737211dd036ad81985e117aea3ab9cbc030a,5.6101213
e036815d3a8d88224e7e8a95c64ca031dd5b205f,4.648736
a3748712b8685edb49cf966b7e662e1647503013,10.63077
f6f5b15522aa9457158ec6d7a16caaacd6cbee42,8.387488
b9db6bc5ded963759b9a1db58adbaad3314169d6,7.714853
e95d7442ab6fb642a8c3529ef2fc8aa25a774e13,7.8501687
c20545cf079fcd100052faf6db21ee865023525f,8.925417
9d12b920015fc145b62c73ca689e71a362e33b35,7.2891774
b152244728671db447c59ab0796fac9a423e1356,7.4257846
79fb09750bdb85310622bf240e1060ef8de8bce1,5.2656116
fe516d090eef192c93197ed87878da0e23908140,7.6093974
f59fe9b15a7762aa5ffb0653396da3f4f2536553,6.71899
b6cb94c201726bd4e4dcadc007dba2c69933e0c1,6.974969
339fff79c43561c995b29972a962ccec846c599f,6.9196777
aafa3b985fc5f4f1f6dbe50b8edc01713225dd2d,7.6996207
cf84076c807f395016eaee41297162276781b963,8.253243
e85a95e2eddbdafe7db54351ce3680933e09d0a3,8.0823345
945546f9d4db4b9599e57ffd4271193406f0d96b,5.4568124
e58eaf39ea458008043bd1472f267706524f1fc2,3.952634
9b0622ca034d946055f8590f554fde632487742f,6.3408084
df17da01944f34b2a6b59e8d45407c1297f9834a,7.2049985
9b536900fbffe20f4db747af055dec68b3ddb6ab,7.3152537
f156718d3970030deec27298f56fc78a00c00f5a,6.874732
dade8cdd2806e1efa138e68d984abd0ab1c87ced,8.142792
edc641c842df448a70ce315e00b6dd4461a260a9,8.714435
8beffc1494bb81af08c352aea875a183e45bd824,7.919482
a18783b2a14d61192a1b97ce3daca9e67cb8cd59,7.402164
980a5ef7011a98b8fa55e5ac3d7ebce6f7784286,7.4601336
a688299300a50fed79edb502fb02fc503a564308,6.8394585
c45bf22121eaa2f37dfec2f58729d22394ea220a,7.5253744
88003ba023714648c4312658ad9a4b3703e56de0,3.9527588
934776ec5bd2147907362602555bd692fc56aab9,8.743359
c13d9b5245d8fc600da9390192908048857599ea,9.195106
add7a23a1b66010154da076a059216a13b90191a,5.6766148
e621f4d6991a537e4508648aa4c3fc278091ec1d,9.11963
baf05c058d7a427783ab9bde33f38d55ae8ac0cb,7.2775264
ea2f8736bbf1d859fb5b46f848db37f421181bd4,4.13843
bc54069a859b02cf1b00e7ab77d68132f9021c8e,7.036193
55ef1cb9ba9a618396f8f82aefdc261d00864381,6.686774
eb870373b64f0be961f503936f7a725fca60fb32,7.606639
ef070fa973803bec505aeb6230acdd7a917e2a59,7.787681
e13e39c815ec66160db3c75b7331dc1a0dd1d4ce,7.6457705
9aace874af47927645c48f21ffeb82f8e15f24e1,9.611921
f86b9fba1d59be7c864d4f23d0c7674113a27cab,6.048433
defaf0c38d68f9958bd180e1a709f130a999b2e6,7.661809
eaad1484ffa24b01432fa3564a8635bda0b4c34c,6.928944
c8d7193cba58a3bf26ba18f4ba5728c56ddcd4a3,7.3340526
ce892387ba13c6b526d18de003b62c1bfe4c125f,6.3136697
a5fbdd306fbe3003283cf2cb7ae4c371c9693290,5.9197288
89cc639060f3d63cf21d893882e544497e32aeea,7.6742206
875e48fd13e52a01a4d48d745d72128f25b9ec81,6.505486
f2d54f193cc71d429fd5803b2e4721d012afe568,7.4391093
fe31861a03511f91760de27adfb8803e8ad321b8,6.565403
b2a46e3625d075ff330baf8e18019e1af424bc62,5.0121183
ac164aef8492a4d178d0704b602f0522512dd913,8.367147
a40402ff4c87721e74766e6751bb458653b3e686,5.071724
bd9bd34617afb5bf1f3ff27e575c4df427ac32dc,8.204768
ab4e0b5338de7292c155831c4bd68a740ae6d05f,15.015646
eb2a090421ba380ba6c0a8119510e031bc4e55ea,7.3445663
d08b1608a634fda68fd097f278ce9fd4ac24046a,7.277313
b7289b3b24fd67017ed82f62a889b4c9a0fb5ba4,6.4517174
9a31bbe1021725b074357ae4668bed6eb7e46bc1,5.313075
eb7470e41cb0d50314e9755be518f55b093a4975,6.121349
a76e1891c401fc5f73f6942768488b1487533472,8.600672
a5f22a73b7cb93619da1f3cbc56febec52b1c16e,7.997377
851d9a4b9b8e236f2d62282ddf06fae57b7d9492,8.394602
96ded661b95e3d4d3cf1c8d45aeae3b335224583,7.59288
d20b8e96e5c520827768fe614961d0534c6f2680,8.110127
5235e36e00b0e927e6ce9f6f771ef92915857989,6.1729417
cff1765d7a97d3f012a354586ccfd49fdaf6aa44,7.989089
f0d74f349e6479eaecf425634f8b0dd51e60d60c,7.375043
508e0627871ed482bd8ab34544e43e5d856a889c,5.5767217
d525d6edf4b0c6362ddaa4814c3930a6a62bdc99,8.271803
b722e6209f2858faf0bf80947cadcbde586bb666,5.013257
b45e8d507778dab56f381a681c453cbf4d3b4050,5.679685
ea385e57f5d3d6841a6997dd7af680e135928bca,8.665552
