username,qt
a6f3201e19df0a0fdf0a3d878d6a8d2e50eefc70,8.545482
a7442b91887824d182c90cd82955b97a1404dc21,7.5274606
e25991f3bf474e9b542b09aef2407a78f3ffc61d,8.1360655
8fdb7157f90753735edf97fcc828b75e6a8042d6,8.483664
b7047722486e995e27292b5ab1945d72ab5a3708,8.112248
accf49bc7124b7fdffea9e75a869a597c4e8adce,7.4200125
ca6829e71c271976a4eeae12cbba5e49f232da3e,8.625022
ea0a8f0b0b712337c3740e6ad5293f3dc47db568,8.653416
adcfbf9c58d92335f9b971f6a9afd19d9feab214,8.566593
c52befc118a44669cbf7912b419dfc433c1c0eee,8.835344
61c0c30e1af44a3ad57880bfab7a88591a434b92,8.204802
c4f595ca17b4c13287b0beec0dbd45d0e356055b,7.6443257
f18c98fe93f825e2c01296bad47dc072ff70eef1,8.738892
b3f68ef83acd623f98f4a03fc633905fb2a5b027,8.598302
93bda77bd8d32e4fa1a0549b76f807fbc22f1f7f,8.192014
909386947a62f62c8b94ddde0b623b87c01e2524,9.20028
c2660985c0dbf52fe68f7d3620fffa6ff8f2794f,8.492295
d8ad4586476ab6240c0ec83f3c12cd4cc7a8f622,8.581939
c28a837bbc21a0b6ea686c34b12a7e6badbc9140,8.359515
cc431fffd568a0d46d302233b4d71bd216fa94f3,8.202007
90d54808ce52c41418550421c387818cae759dec,8.832234
a9ccae25b9a8738fd3ce42dfb0fc5e92ca9b8d7f,7.759369
8d0a196c1c472a4601384f4235f293c4a341b3a9,8.388923
ed3e0c98995edeee0b0a55fe15929a82097e93fe,8.733545
a62742a35ef9194f7da07e547fe13f99bb6257bd,8.036948
e3c9abe5680cb3851ac38d00a01c46f58b6aaaeb,8.1487255
798e6393c36bd3b6dc0a9f97de7d4c87a6e5b252,5.953711
a74f9942a4bf89bc51a259bdd7f5427f1ccc82f8,8.581599
6434afe6261c6f3f4fdbad511a2db8ef090f8c07,8.388949
b68533a39390311fdd9ca8baced33145784eb561,10.470739
df90d9da415c30c25a16e21ca85638577961e81b,8.383443
cd32daa7c1ff3ed117a127c9c185c1b53a396138,8.018072
dace1e5b88ac51d7bd53523ad70f8d5d188b9368,7.9423466
f90fb4df43d85aad3ae9602aea19fdb4f47de984,8.361047
72a34636b5a1de1c3796e43d5abc564b4d0803e7,7.8787456
d5e3e0d1ec5eae8e2fc08b9c3607cc766be6dffe,8.490662
a274dc9836c18bf295e9e81afecbdd72825ea79c,7.979402
a1d026f103e45011fefbfd9ddc32eedf16edd5f8,7.8501186
9de51c3306c206bfeaf41f4aafc8526300a9f103,7.468654
dafd07b7aab7dad9894cee44cad55efc89255614,8.070049
e15002a49ed03188f18c7a791c458c19d1ec973a,8.642778
899bf68f741b96e69c8b1d6bf22fd86e00b7c00f,7.9916205
b11bdeda44addd99b9b0cdc016fcd27262b51fdb,7.569961
f7b65fa8dfbc07f71d9e206d1e1fd35b986cab65,8.339321
ae84ba8c1585fe80b8d2cc991a9cc4af2921a2a2,9.875342
f38238ea1bfa182b81a7d73d563b61dbf2825754,8.500159
8ee77ba42fdd6aff7a9eaa84d70064c4cb39cdc2,8.307326
d84468682013517fdcb3506ee81783dcbdf3bad4,8.15325
b25340984452108c2928e20f412866a7dbf4646c,8.634637
cfe62afe7795494a49cfaa46bdf17c38a3c0d284,8.613656
e63a9cdc387a31ea563ecc24b20eb824a8c54ebb,8.462966
a1b60c404f7df8f6f2695982048cac298567b821,8.566581
f7e7c21b753521a3f4eb226d9c69d71214e183bd,8.590047
12887fd9a4df4ba9b88a71f3fb1d2502a75995dd,8.487883
b392a38d92631885c3b63500548976ac63518da7,8.288094
9e1f7de0fe95b78cc2236adb52b0420b382b40c3,8.118798
b6535907c852434b9243df7a0e65f04d688d049f,8.532971
8c6976c873d2ab3f4af9188a4189c46a032a53d5,8.092076
f35248e9e95942a05313dda4f3a677705d8c651b,7.8450656
d13ea487552242f9c688d613dab06ea5b8a867a1,8.372182
d11774bd10cd517b1cde216ca391e76efaf59b44,9.722447
9a20834c7ddbbf82eff849ff8e4f321b856970de,8.487397
fc83d8b4ec86934a2daa128311afedeb0ca5fd50,8.808846
952e48fc51ee7afbd972a8305c2f22a80ce9ce92,7.7857723
cdfb7ea46096b2a49dd710ef5dfe7bb354cda15a,8.523874
ac018ab3a6242492006b3ca1e0c508abd1761538,8.685439
e65a627881df5d3e0bfad77c56221d858da5ead0,8.365554
ea7332c6a62cada8a8e85200ddb71fed941ce876,8.501253
86a7e49131f2acbd350c4b0b9a2243838bd4e122,8.813733
921b990c548efb5620585b0fe3049ed43dfda903,8.372955
a727c00002127704e5ae41a4a08948dc43b4aefc,8.475938
8d811d7887c2c868b631a2bd296412bde2b49bae,8.779418
cb7cbbf59876001661704aca5fa8d70467f514a6,8.236306
410357eb9129023509cfaf8d38be61c050bb3b05,8.004146
bd81b591d06c4a726078a831c11516d6ee27541d,7.762131
9b9216e586500b4d619e331890d3745eea1176b0,8.547984
b56069b7f468c9cb3ff1ed8830af52d4e2fe60c0,8.291641
f01bb96987327c1dfec6ddbc980cfd85650f20d6,8.516154
d0d3472fa981f90d8e6d036dea4bb627c73b6592,8.373944
8d14518288c33c098206996aab23c31b3eefc864,8.137921
8dada7632816cb20f182c306ae74184ea9e056fb,8.227892
e105dc9d8869af3a83704a5d048424441ce4ad01,7.300234
d69d2c6bc916b8d054bd50f4270a1c6d8cca1426,8.016727
bd18fefd95851483c8aab15987fec421f92523fb,8.246222
aa953585f60c1f5711c6d5159abbcaafcc89eb77,8.698816
e816ed48800359bfd078c1444a40e00be6fbb5bf,8.52279
badf8b0a0c342afb7e1eecc4fb19feb7ed28e180,8.203534
c072621681c71501470509aeb1c51e3f9f98df5e,7.468654
cb16d181d96fc8c94f8416437c059b5f0aabded1,8.226258
99935e2b7f9f41bd823ece5418896aaf72e223fc,8.6189
e89a4f1825ece62064e95e63475769011258af36,8.470658
9ec1ac8c3d812703485bee8d58b2a81f4edc8754,8.12505
ad03c4fb44da8b106e362ef8c65fe2bf34a385d1,8.407216
e04a53abed6db648ac01e162aad84ef8b608365b,8.20476
d8550edf3efaf335a9648aec7584ab6acb55cf30,8.681681
e67fff49031a4f2699f10d6a2dd89b4cafc70323,8.4656925
f944b947ec651ccf64807b644af38c6f04229bb7,8.117183
737dd3b5a70f36e8bb79f4c5cf86c7ccfb1e7d55,7.576468
e659bb37740950badc7fac606f227ba5f74fa866,8.821331
ce56b4a23981e6c9f70e87f087bc1be07fdf25cd,10.305013
e873b044ecba72370076d7fe198eeaad94bef3a1,6.7171893
ecd66b9bbdcc6ae1eb9a6b765868cba3601730b6,8.616663
c746678029d2139e7658a0f94e98bbf09f258673,7.845883
9bc8e6286b7a331de79c4c4e868b806c0b3bb12a,8.825165
a90b8415afe8507a36e7be7511fd36f1045418b7,7.0212855
bb603e54f5809d802fec4c70df7b2c29a5125a89,8.502863
f492b1eb37bae60ab4597c161e7b67d9cc9e4dc6,8.152725
dc5325f05ad384cacb2431acfa1f398913151afb,7.9557495
f459440c7a99294ca9763f332cd9aa09b0c280d6,7.6728396
994f5b5cdc8a126efbb290700caf797948ac1841,8.531061
b041f9ef5ab6da232256530cf8e22c31ac99971d,8.989283
88188301e8d3565c7f1e2cee1f9ab8794676216a,7.7176876
cb72cf616f3cafed458ef94be529c172bbcc5277,8.440364
bf22fb15bf51bc4bcf3d50f7494caad62a596d0e,8.072497
ce201bf315598feafcad345a663284bc266862c0,8.37226
f9e06c04dc036b01f65e7f71a9201922f201dade,8.645832
ae7e6756887c7c2d0e3d26bb83045d298dcb5ddd,8.379621
bb81a7f88631b987cd15c8d539e806ad17a5b664,7.896883
d1e238d8cc58ceae3359c94b2a4a976a975fc9ac,8.335875
f0be3049c99eb84be5aae5352c2f0ccf661e1f43,8.3369665
ededd47b1e0c18d4af4ad2b0cc21eebcb7c6e6b9,8.422916
9d789185f1d5fb7bd42acd9d6dc1f5380fef1c4c,8.362648
91f7019ee1831ead0e667cf264dfe7be6b743f3f,9.210721
af12f06588c971f6425a28d61e4511bafff05bb7,8.206478
ae75c8309bea2f4a1b1624ce50d0994d5b4dc451,9.456261
d73a15bdcce722312152f547cec67e8dd584a6a8,8.479372
f9f4d4ef2a3de006bd037db9eb160ab8e51c79f2,9.459474
f91758fe4f441cd4b7b053a03252b4c50f3d4737,8.436508
e99d4fb3ef87d5e201da3b08841541fd953af089,8.302098
d2ef78c03149ddfd267005d0dcd248adcc227e02,8.604956
edd78ffaa7bc16d94ee6908b98b3d9863f492c89,8.169217
88a694a270a460f5a09e1e8c569b036d03b9b5ea,9.35488
ba37558e4c84bdb5486d1b3622b0ac7ed3d5222d,9.363004
8ef999ab1a83c2760064ac6c7a4b6c4115c5a186,8.137484
d92840812393583b0f053de80ecee59f5b19bc03,8.938591
9cf5d1c0d7ddfd6b78c222e83894ca3a75ee47f2,8.473958
92828f67b16f5e96ddb0d436aaa6f1193104c037,8.314035
98903e3bc03971360097ad809526370f701ef5f7,8.279526
5b023883ac089df249ef06f7c8c4398f37e1c55d,7.92546
d11e42daac68288eea95d8923771a326e667b520,8.66967
529d7e5b25e40c18bb7ea49be0963ed7f3e288ea,8.32776
b51687ca4edcbe2376bc3204617227bceb0a52c0,8.349224
92213400df98f5441533511526206328cdde4159,7.774928
8e5fc3c13f17c0502fe3f0a8404b461b46183f8a,8.704842
b3946c98c388b721854634038fbd1820a7ff046d,7.755883
ad57f4feb3cdcdfbb77d4ccd074d9ca50227661d,8.52498
adc3882c435a390c34d34279b5528215928944df,8.397384
b8e898c506ad360ead5d4fafe6651fadfed6645a,8.401581
a10c5f4ba04fc56032719cc84184c0ad5b5f8446,7.8283744
e07c3edba3602b0d172c2db763539dfa9819027c,8.7874365
c3fdd44aeb469416e4895afe4040e54eebc23db5,8.24716
549b4b9f5408631f8a062a6a3b71c496646ee0fb,8.08398
f440f5463ae218aef17a60e9f2ffc7dbbc45dc54,8.497033
f92e3ec921384713419dca56d1fe2be1d51f1b54,8.555365
797c7c555f32a47816ca7f0c017002a2131c132a,7.8101573
eaf60b6a377c720fa7a13f97831f38531047a217,8.492855
f91b376092344f19705df8873d25aa4a34bafce6,8.492599
bbaeaab91cec9991b4747c8ca3fba0981bf68ad5,7.501075
9272bf390ef4a8e31a5285c14ec721495414c53a,7.9537764
d66c55f4502b462e88d4529dd6b4d167fd42d165,8.35201
950671c7855e25bf4a8330768cabc430bee030c9,8.201318
9d46769291771df99e8061cc9c5d79aacb087210,7.5791807
cbb7db3eb5270179fe8ebb9e73dde2c894c9a971,8.198222
baae1f7bd8567b6f9e220cc863c92124fa71e1fe,9.205878
cc1f8f78f5ef5237c717194b38699b168c265513,7.8244276
f4367a0ab2083a66a5fa812df89e590d3fd3b5a8,8.048588
e85a79ca1bb1f59951efb5c25e40e0ee73985cdb,7.826321
9b6d776d82bca421eb10bc4a1f5f866af7fc2a3d,8.719148
9d69c1d50467997289ee1396002cd197883a2b74,6.973366
bc8caaa2729aa0c9179e8d66388586a4a8586f20,8.193726
aa2288779d4ddfe46b3dcab170577d4f5096ab15,8.534152
fb0a2834f5f131005e12dc1962056623ee6a7188,8.391347
9b4fd6bc9be128b294d3a8590bb6a146bc503902,8.303925
f9491b0ab4aee90c428545e0e315a3af1f827595,9.149733
b1179b71e93f6ccfe9702cc342e53c5c04d2cf60,8.341154
cf8a26a2ce3ac2cfd81a1050e73bdc7a4cd225e0,6.841082
8b158f3040b574b6d08148e24946fba8bbdc29ca,8.332884
326a025b5c23347b9eb2c5ceae75a5908a461f69,8.086734
9d91374d67624389dacb4b429b8fa8c18442b29c,8.036659
a24729ea6c4aab24a9d6dc73513113e8b8fcf35c,8.191765
f4d9301713b16c13c174f19e18d0200175494a79,7.735252
b27862a2f9590331f29ffdc8f3648dec2a7a7d30,8.1472845
9c03af1da21c500de8e0a1be24e3c22d341961ca,8.211044
c8ea10d959a7c782b45e6e83040472d432fa448f,8.00578
96d8f7656a57c4a757129d95863a463358a0c3ca,8.488291
dfdeea1cf0b4fb6c906a25d99aa5756efe14c996,8.745723
9a5d7462df7a85794cd0d7d2c510ebf725d2e13d,8.289841
ece9b75bda9d53b5a67f7bb53b5635a3df017020,7.938399
c4504ac02ad7e7e0c9ea3a1d78601374e483fc30,7.515679
8ee958ba68793684a9962e1b60847d7b73d7c9d1,8.367924
8ab396fa5981adcdc777254c57ea744f1fd4cd2c,7.297533
bfb055d2c2ba396d5e6bd6022719b3ade1cd1407,7.645455
c8bd30152ccbeebb18f9b1fedac0869f845980df,10.173214
8f19ffb508b23f955b93ebd99153f8ec99025785,8.389579
a94238b07de77bffd5189487ac3d56b96db7e09a,8.201942
a819175c8808635fda7c3854536f82d90a7b31cf,8.12424
f4a045088bd0003226023c10214248049d9da90f,6.1209683
e1d3226bcfad8043e69d31f3d76e719c7f041d3e,8.668227
cee203ff00aaca3eaaef780ea6c4a68a3f8fd2fa,8.278012
c21b13edbab3d247c8816a374ebb57ef71700952,8.374106
a7e953186fda9e7bf8368e2d00a19d024f7db5c8,8.478311
86d9a98ab0225d2c2faf6d51fe3b9fad194c3ce3,8.350385
cd6862158d54e5c270e8d4bed99f73f32a721e14,8.040861
fef4a3263ed9a8ab14d457694bb8fd86ccd98312,8.494619
9a6d7a470aab3fb51ab58261637c58c239ad804f,8.556319
d6515d627895751c832a3075053719da2f5e6cef,8.508581
a57e6a1dc883554789ef6049be9b51530a7aa207,8.50585
c670d2529bab25c82fc7c3757cb11e7f2e404de8,14.898632
c096fc1d9c0ad8efae9cfd509f75522c50603692,8.236663
9cf17df2214b19cf4cd63df22b802afde8cb98eb,7.645676
b9cfcb9ade5f88679b72a7977c50eaca7170206b,8.378321
0134f9f410c65ad0e8c2254a7e9288670e02a183,8.276659
f6c974c003c063735fb1afcba0aec50acdb89861,8.367958
efcf2fbf26e74d0af378d96a168c8cdc05c42a84,8.584582
92cea32d04d98c66af1c1366fe9811047a9b1cea,8.933776
bdcfd5ee015db872058dc442ab9d3c72518366ff,8.368742
93635a4013ec683f217cad90ca4e41aa557c3922,6.142727
e0850b1bd8f8de58096da128ec94efbdf5f05ca8,8.1109295
c8a8565f00553a00a5d510958dc8c40a4a477783,8.520471
0aaebc88f6106684d6993c156104c1ef36cf94e0,8.39024
f037357014544261767c6ab5b172b246b09d3ddb,8.196174
edc5737211dd036ad81985e117aea3ab9cbc030a,7.8710046
e036815d3a8d88224e7e8a95c64ca031dd5b205f,7.4727507
a3748712b8685edb49cf966b7e662e1647503013,11.53214
f6f5b15522aa9457158ec6d7a16caaacd6cbee42,8.513824
b9db6bc5ded963759b9a1db58adbaad3314169d6,8.336624
e95d7442ab6fb642a8c3529ef2fc8aa25a774e13,8.796619
c20545cf079fcd100052faf6db21ee865023525f,8.650627
9d12b920015fc145b62c73ca689e71a362e33b35,8.639167
b152244728671db447c59ab0796fac9a423e1356,8.497483
79fb09750bdb85310622bf240e1060ef8de8bce1,7.8456573
fe516d090eef192c93197ed87878da0e23908140,8.576532
f59fe9b15a7762aa5ffb0653396da3f4f2536553,8.173222
b6cb94c201726bd4e4dcadc007dba2c69933e0c1,8.406731
339fff79c43561c995b29972a962ccec846c599f,8.346567
aafa3b985fc5f4f1f6dbe50b8edc01713225dd2d,8.23247
cf84076c807f395016eaee41297162276781b963,9.255098
e85a95e2eddbdafe7db54351ce3680933e09d0a3,8.525765
945546f9d4db4b9599e57ffd4271193406f0d96b,7.7228346
e58eaf39ea458008043bd1472f267706524f1fc2,7.2988834
9b0622ca034d946055f8590f554fde632487742f,7.845941
df17da01944f34b2a6b59e8d45407c1297f9834a,8.455596
9b536900fbffe20f4db747af055dec68b3ddb6ab,9.354433
f156718d3970030deec27298f56fc78a00c00f5a,8.383806
dade8cdd2806e1efa138e68d984abd0ab1c87ced,8.548375
edc641c842df448a70ce315e00b6dd4461a260a9,8.639753
8beffc1494bb81af08c352aea875a183e45bd824,8.515906
a18783b2a14d61192a1b97ce3daca9e67cb8cd59,8.708378
980a5ef7011a98b8fa55e5ac3d7ebce6f7784286,8.507448
a688299300a50fed79edb502fb02fc503a564308,8.144385
c45bf22121eaa2f37dfec2f58729d22394ea220a,8.756705
88003ba023714648c4312658ad9a4b3703e56de0,7.4235816
934776ec5bd2147907362602555bd692fc56aab9,8.723725
c13d9b5245d8fc600da9390192908048857599ea,8.805293
add7a23a1b66010154da076a059216a13b90191a,8.219788
e621f4d6991a537e4508648aa4c3fc278091ec1d,8.818513
baf05c058d7a427783ab9bde33f38d55ae8ac0cb,8.189442
ea2f8736bbf1d859fb5b46f848db37f421181bd4,7.3744326
bc54069a859b02cf1b00e7ab77d68132f9021c8e,8.339717
55ef1cb9ba9a618396f8f82aefdc261d00864381,8.168534
eb870373b64f0be961f503936f7a725fca60fb32,8.525663
ef070fa973803bec505aeb6230acdd7a917e2a59,8.372346
e13e39c815ec66160db3c75b7331dc1a0dd1d4ce,8.786871
9aace874af47927645c48f21ffeb82f8e15f24e1,9.500319
f86b9fba1d59be7c864d4f23d0c7674113a27cab,8.128658
defaf0c38d68f9958bd180e1a709f130a999b2e6,8.30137
eaad1484ffa24b01432fa3564a8635bda0b4c34c,8.759524
c8d7193cba58a3bf26ba18f4ba5728c56ddcd4a3,8.458976
ce892387ba13c6b526d18de003b62c1bfe4c125f,8.146489
a5fbdd306fbe3003283cf2cb7ae4c371c9693290,7.7473083
89cc639060f3d63cf21d893882e544497e32aeea,8.523505
875e48fd13e52a01a4d48d745d72128f25b9ec81,8.320635
f2d54f193cc71d429fd5803b2e4721d012afe568,8.236721
fe31861a03511f91760de27adfb8803e8ad321b8,8.435665
b2a46e3625d075ff330baf8e18019e1af424bc62,7.65092
ac164aef8492a4d178d0704b602f0522512dd913,8.525365
a40402ff4c87721e74766e6751bb458653b3e686,8.164153
bd9bd34617afb5bf1f3ff27e575c4df427ac32dc,8.765656
ab4e0b5338de7292c155831c4bd68a740ae6d05f,13.78377
eb2a090421ba380ba6c0a8119510e031bc4e55ea,8.352751
d08b1608a634fda68fd097f278ce9fd4ac24046a,8.322635
b7289b3b24fd67017ed82f62a889b4c9a0fb5ba4,8.7506485
9a31bbe1021725b074357ae4668bed6eb7e46bc1,7.5751023
eb7470e41cb0d50314e9755be518f55b093a4975,8.001447
a76e1891c401fc5f73f6942768488b1487533472,8.612646
a5f22a73b7cb93619da1f3cbc56febec52b1c16e,8.413198
851d9a4b9b8e236f2d62282ddf06fae57b7d9492,8.553528
96ded661b95e3d4d3cf1c8d45aeae3b335224583,8.621299
d20b8e96e5c520827768fe614961d0534c6f2680,8.402771
5235e36e00b0e927e6ce9f6f771ef92915857989,8.039937
cff1765d7a97d3f012a354586ccfd49fdaf6aa44,8.471733
f0d74f349e6479eaecf425634f8b0dd51e60d60c,8.396602
508e0627871ed482bd8ab34544e43e5d856a889c,7.8792906
d525d6edf4b0c6362ddaa4814c3930a6a62bdc99,8.580534
b722e6209f2858faf0bf80947cadcbde586bb666,7.62758
b45e8d507778dab56f381a681c453cbf4d3b4050,7.861632
ea385e57f5d3d6841a6997dd7af680e135928bca,8.786429
