username,ck
8fdb7157f90753735edf97fcc828b75e6a8042d6,5.7550917
b7047722486e995e27292b5ab1945d72ab5a3708,5.5006
accf49bc7124b7fdffea9e75a869a597c4e8adce,3.8697062
ca6829e71c271976a4eeae12cbba5e49f232da3e,5.2006297
ea0a8f0b0b712337c3740e6ad5293f3dc47db568,6.494407
adcfbf9c58d92335f9b971f6a9afd19d9feab214,5.667735
c52befc118a44669cbf7912b419dfc433c1c0eee,5.80123
61c0c30e1af44a3ad57880bfab7a88591a434b92,5.2830567
f18c98fe93f825e2c01296bad47dc072ff70eef1,6.492165
b3f68ef83acd623f98f4a03fc633905fb2a5b027,5.9014707
93bda77bd8d32e4fa1a0549b76f807fbc22f1f7f,4.793775
909386947a62f62c8b94ddde0b623b87c01e2524,3.624273
c2660985c0dbf52fe68f7d3620fffa6ff8f2794f,6.246845
d8ad4586476ab6240c0ec83f3c12cd4cc7a8f622,5.9403477
c28a837bbc21a0b6ea686c34b12a7e6badbc9140,5.9918833
cc431fffd568a0d46d302233b4d71bd216fa94f3,5.773263
90d54808ce52c41418550421c387818cae759dec,6.485848
a9ccae25b9a8738fd3ce42dfb0fc5e92ca9b8d7f,4.6179447
8d0a196c1c472a4601384f4235f293c4a341b3a9,5.5549693
ed3e0c98995edeee0b0a55fe15929a82097e93fe,5.9191256
a62742a35ef9194f7da07e547fe13f99bb6257bd,6.165446
e3c9abe5680cb3851ac38d00a01c46f58b6aaaeb,5.708763
798e6393c36bd3b6dc0a9f97de7d4c87a6e5b252,2.2454963
a74f9942a4bf89bc51a259bdd7f5427f1ccc82f8,6.1181164
6434afe6261c6f3f4fdbad511a2db8ef090f8c07,2.8179684
b68533a39390311fdd9ca8baced33145784eb561,5.8610835
df90d9da415c30c25a16e21ca85638577961e81b,6.31838
cd32daa7c1ff3ed117a127c9c185c1b53a396138,4.808213
dace1e5b88ac51d7bd53523ad70f8d5d188b9368,4.8349
f90fb4df43d85aad3ae9602aea19fdb4f47de984,6.048565
72a34636b5a1de1c3796e43d5abc564b4d0803e7,4.2948613
d5e3e0d1ec5eae8e2fc08b9c3607cc766be6dffe,6.444598
a274dc9836c18bf295e9e81afecbdd72825ea79c,5.359788
a1d026f103e45011fefbfd9ddc32eedf16edd5f8,4.625631
9de51c3306c206bfeaf41f4aafc8526300a9f103,7.1427374
dafd07b7aab7dad9894cee44cad55efc89255614,4.9946036
e15002a49ed03188f18c7a791c458c19d1ec973a,6.4822235
899bf68f741b96e69c8b1d6bf22fd86e00b7c00f,4.751475
b11bdeda44addd99b9b0cdc016fcd27262b51fdb,4.63258
f7b65fa8dfbc07f71d9e206d1e1fd35b986cab65,6.1048884
ae84ba8c1585fe80b8d2cc991a9cc4af2921a2a2,6.229816
f38238ea1bfa182b81a7d73d563b61dbf2825754,6.6049204
8ee77ba42fdd6aff7a9eaa84d70064c4cb39cdc2,4.759352
d84468682013517fdcb3506ee81783dcbdf3bad4,6.028001
b25340984452108c2928e20f412866a7dbf4646c,6.006942
cfe62afe7795494a49cfaa46bdf17c38a3c0d284,6.514349
e63a9cdc387a31ea563ecc24b20eb824a8c54ebb,5.8490396
a1b60c404f7df8f6f2695982048cac298567b821,6.331955
f7e7c21b753521a3f4eb226d9c69d71214e183bd,5.6596394
12887fd9a4df4ba9b88a71f3fb1d2502a75995dd,5.773083
b392a38d92631885c3b63500548976ac63518da7,5.6986713
9e1f7de0fe95b78cc2236adb52b0420b382b40c3,5.441586
b6535907c852434b9243df7a0e65f04d688d049f,4.7502832
8c6976c873d2ab3f4af9188a4189c46a032a53d5,5.111944
f35248e9e95942a05313dda4f3a677705d8c651b,4.1814656
d13ea487552242f9c688d613dab06ea5b8a867a1,5.952623
d11774bd10cd517b1cde216ca391e76efaf59b44,6.8963127
9a20834c7ddbbf82eff849ff8e4f321b856970de,5.586552
fc83d8b4ec86934a2daa128311afedeb0ca5fd50,6.4413776
952e48fc51ee7afbd972a8305c2f22a80ce9ce92,5.5047884
cdfb7ea46096b2a49dd710ef5dfe7bb354cda15a,6.6712275
ac018ab3a6242492006b3ca1e0c508abd1761538,5.6596165
e65a627881df5d3e0bfad77c56221d858da5ead0,5.443142
ea7332c6a62cada8a8e85200ddb71fed941ce876,5.8356705
86a7e49131f2acbd350c4b0b9a2243838bd4e122,6.511273
921b990c548efb5620585b0fe3049ed43dfda903,5.09281
a727c00002127704e5ae41a4a08948dc43b4aefc,6.0306463
8d811d7887c2c868b631a2bd296412bde2b49bae,6.52895
cb7cbbf59876001661704aca5fa8d70467f514a6,5.1700845
410357eb9129023509cfaf8d38be61c050bb3b05,3.8330047
bd81b591d06c4a726078a831c11516d6ee27541d,4.921687
9b9216e586500b4d619e331890d3745eea1176b0,7.1036396
b56069b7f468c9cb3ff1ed8830af52d4e2fe60c0,6.657214
f01bb96987327c1dfec6ddbc980cfd85650f20d6,5.3932424
d0d3472fa981f90d8e6d036dea4bb627c73b6592,5.938502
8d14518288c33c098206996aab23c31b3eefc864,3.8617764
8dada7632816cb20f182c306ae74184ea9e056fb,6.395676
e105dc9d8869af3a83704a5d048424441ce4ad01,6.8780885
d69d2c6bc916b8d054bd50f4270a1c6d8cca1426,5.2842226
bd18fefd95851483c8aab15987fec421f92523fb,4.8514132
aa953585f60c1f5711c6d5159abbcaafcc89eb77,5.1276503
e816ed48800359bfd078c1444a40e00be6fbb5bf,5.9494095
badf8b0a0c342afb7e1eecc4fb19feb7ed28e180,4.566555
c072621681c71501470509aeb1c51e3f9f98df5e,7.294833
cb16d181d96fc8c94f8416437c059b5f0aabded1,5.1813827
99935e2b7f9f41bd823ece5418896aaf72e223fc,4.7307677
e89a4f1825ece62064e95e63475769011258af36,5.7115526
9ec1ac8c3d812703485bee8d58b2a81f4edc8754,4.0354214
ad03c4fb44da8b106e362ef8c65fe2bf34a385d1,4.7668247
e04a53abed6db648ac01e162aad84ef8b608365b,4.3431406
d8550edf3efaf335a9648aec7584ab6acb55cf30,6.5207644
e67fff49031a4f2699f10d6a2dd89b4cafc70323,5.4778037
f944b947ec651ccf64807b644af38c6f04229bb7,5.553113
737dd3b5a70f36e8bb79f4c5cf86c7ccfb1e7d55,3.3848462
e659bb37740950badc7fac606f227ba5f74fa866,4.500041
ce56b4a23981e6c9f70e87f087bc1be07fdf25cd,1.5304172
e873b044ecba72370076d7fe198eeaad94bef3a1,2.2894926
ecd66b9bbdcc6ae1eb9a6b765868cba3601730b6,6.2296
c746678029d2139e7658a0f94e98bbf09f258673,3.4034667
9bc8e6286b7a331de79c4c4e868b806c0b3bb12a,6.003471
a90b8415afe8507a36e7be7511fd36f1045418b7,2.463557
bb603e54f5809d802fec4c70df7b2c29a5125a89,5.4997163
f492b1eb37bae60ab4597c161e7b67d9cc9e4dc6,5.6041546
dc5325f05ad384cacb2431acfa1f398913151afb,5.717048
f459440c7a99294ca9763f332cd9aa09b0c280d6,5.2352147
994f5b5cdc8a126efbb290700caf797948ac1841,5.2966685
b041f9ef5ab6da232256530cf8e22c31ac99971d,6.765652
88188301e8d3565c7f1e2cee1f9ab8794676216a,5.822107
cb72cf616f3cafed458ef94be529c172bbcc5277,4.886735
bf22fb15bf51bc4bcf3d50f7494caad62a596d0e,5.3912745
ce201bf315598feafcad345a663284bc266862c0,5.51911
f9e06c04dc036b01f65e7f71a9201922f201dade,6.1056886
ae7e6756887c7c2d0e3d26bb83045d298dcb5ddd,5.756761
bb81a7f88631b987cd15c8d539e806ad17a5b664,5.6170716
d1e238d8cc58ceae3359c94b2a4a976a975fc9ac,5.306529
f0be3049c99eb84be5aae5352c2f0ccf661e1f43,5.917592
ededd47b1e0c18d4af4ad2b0cc21eebcb7c6e6b9,5.7997875
91f7019ee1831ead0e667cf264dfe7be6b743f3f,5.1538835
af12f06588c971f6425a28d61e4511bafff05bb7,4.661196
ae75c8309bea2f4a1b1624ce50d0994d5b4dc451,6.684142
d73a15bdcce722312152f547cec67e8dd584a6a8,6.539347
f9f4d4ef2a3de006bd037db9eb160ab8e51c79f2,6.64705
f91758fe4f441cd4b7b053a03252b4c50f3d4737,6.1311607
e99d4fb3ef87d5e201da3b08841541fd953af089,5.799661
d2ef78c03149ddfd267005d0dcd248adcc227e02,6.9551973
edd78ffaa7bc16d94ee6908b98b3d9863f492c89,4.7226896
88a694a270a460f5a09e1e8c569b036d03b9b5ea,5.345397
ba37558e4c84bdb5486d1b3622b0ac7ed3d5222d,6.3662224
8ef999ab1a83c2760064ac6c7a4b6c4115c5a186,5.7536664
d92840812393583b0f053de80ecee59f5b19bc03,6.2995434
9cf5d1c0d7ddfd6b78c222e83894ca3a75ee47f2,5.9383173
92828f67b16f5e96ddb0d436aaa6f1193104c037,4.8430114
98903e3bc03971360097ad809526370f701ef5f7,5.6513586
5b023883ac089df249ef06f7c8c4398f37e1c55d,3.6213467
d11e42daac68288eea95d8923771a326e667b520,5.1798434
529d7e5b25e40c18bb7ea49be0963ed7f3e288ea,5.4188757
b51687ca4edcbe2376bc3204617227bceb0a52c0,2.694787
92213400df98f5441533511526206328cdde4159,5.0391717
8e5fc3c13f17c0502fe3f0a8404b461b46183f8a,6.5586047
b3946c98c388b721854634038fbd1820a7ff046d,6.0985737
ad57f4feb3cdcdfbb77d4ccd074d9ca50227661d,5.941465
adc3882c435a390c34d34279b5528215928944df,6.2937546
b8e898c506ad360ead5d4fafe6651fadfed6645a,6.153755
a10c5f4ba04fc56032719cc84184c0ad5b5f8446,4.824746
e07c3edba3602b0d172c2db763539dfa9819027c,6.3883305
c3fdd44aeb469416e4895afe4040e54eebc23db5,5.6649647
549b4b9f5408631f8a062a6a3b71c496646ee0fb,5.1461916
f440f5463ae218aef17a60e9f2ffc7dbbc45dc54,5.622892
f92e3ec921384713419dca56d1fe2be1d51f1b54,6.481717
797c7c555f32a47816ca7f0c017002a2131c132a,4.497073
eaf60b6a377c720fa7a13f97831f38531047a217,6.7543793
f91b376092344f19705df8873d25aa4a34bafce6,4.783415
bbaeaab91cec9991b4747c8ca3fba0981bf68ad5,2.1647105
9272bf390ef4a8e31a5285c14ec721495414c53a,5.556753
d66c55f4502b462e88d4529dd6b4d167fd42d165,5.8110185
950671c7855e25bf4a8330768cabc430bee030c9,5.3005533
9d46769291771df99e8061cc9c5d79aacb087210,5.122351
cbb7db3eb5270179fe8ebb9e73dde2c894c9a971,5.9349914
baae1f7bd8567b6f9e220cc863c92124fa71e1fe,6.7391906
cc1f8f78f5ef5237c717194b38699b168c265513,4.3726625
f4367a0ab2083a66a5fa812df89e590d3fd3b5a8,4.5056906
e85a79ca1bb1f59951efb5c25e40e0ee73985cdb,5.4650397
9b6d776d82bca421eb10bc4a1f5f866af7fc2a3d,6.193585
9d69c1d50467997289ee1396002cd197883a2b74,2.212815
bc8caaa2729aa0c9179e8d66388586a4a8586f20,4.6257887
aa2288779d4ddfe46b3dcab170577d4f5096ab15,4.469718
fb0a2834f5f131005e12dc1962056623ee6a7188,5.2693233
9b4fd6bc9be128b294d3a8590bb6a146bc503902,4.769779
f9491b0ab4aee90c428545e0e315a3af1f827595,6.143056
b1179b71e93f6ccfe9702cc342e53c5c04d2cf60,5.0752535
cf8a26a2ce3ac2cfd81a1050e73bdc7a4cd225e0,2.6794882
8b158f3040b574b6d08148e24946fba8bbdc29ca,5.721127
326a025b5c23347b9eb2c5ceae75a5908a461f69,3.9547338
9d91374d67624389dacb4b429b8fa8c18442b29c,5.1070323
a24729ea6c4aab24a9d6dc73513113e8b8fcf35c,4.9371986
f4d9301713b16c13c174f19e18d0200175494a79,4.3662353
b27862a2f9590331f29ffdc8f3648dec2a7a7d30,4.7496824
c8ea10d959a7c782b45e6e83040472d432fa448f,5.0352774
96d8f7656a57c4a757129d95863a463358a0c3ca,5.294878
dfdeea1cf0b4fb6c906a25d99aa5756efe14c996,5.640977
9a5d7462df7a85794cd0d7d2c510ebf725d2e13d,6.7870417
ece9b75bda9d53b5a67f7bb53b5635a3df017020,5.383511
c4504ac02ad7e7e0c9ea3a1d78601374e483fc30,4.3110075
8ee958ba68793684a9962e1b60847d7b73d7c9d1,5.179743
8ab396fa5981adcdc777254c57ea744f1fd4cd2c,7.2794533
bfb055d2c2ba396d5e6bd6022719b3ade1cd1407,4.7713127
c8bd30152ccbeebb18f9b1fedac0869f845980df,5.767807
8f19ffb508b23f955b93ebd99153f8ec99025785,5.1474
a94238b07de77bffd5189487ac3d56b96db7e09a,4.7638645
a819175c8808635fda7c3854536f82d90a7b31cf,5.1229653
f4a045088bd0003226023c10214248049d9da90f,1.9117532
e1d3226bcfad8043e69d31f3d76e719c7f041d3e,5.5977864
cee203ff00aaca3eaaef780ea6c4a68a3f8fd2fa,6.0879455
c21b13edbab3d247c8816a374ebb57ef71700952,5.2432437
a7e953186fda9e7bf8368e2d00a19d024f7db5c8,5.714806
86d9a98ab0225d2c2faf6d51fe3b9fad194c3ce3,3.884168
cd6862158d54e5c270e8d4bed99f73f32a721e14,5.5179
fef4a3263ed9a8ab14d457694bb8fd86ccd98312,5.563258
9a6d7a470aab3fb51ab58261637c58c239ad804f,6.163398
d6515d627895751c832a3075053719da2f5e6cef,5.744264
a57e6a1dc883554789ef6049be9b51530a7aa207,5.3608828
c670d2529bab25c82fc7c3757cb11e7f2e404de8,5.179482
c096fc1d9c0ad8efae9cfd509f75522c50603692,6.0317974
b9cfcb9ade5f88679b72a7977c50eaca7170206b,5.721694
0134f9f410c65ad0e8c2254a7e9288670e02a183,5.1088667
f6c974c003c063735fb1afcba0aec50acdb89861,5.381624
efcf2fbf26e74d0af378d96a168c8cdc05c42a84,5.5879455
92cea32d04d98c66af1c1366fe9811047a9b1cea,5.8552094
bdcfd5ee015db872058dc442ab9d3c72518366ff,5.075297
93635a4013ec683f217cad90ca4e41aa557c3922,3.3166633
e0850b1bd8f8de58096da128ec94efbdf5f05ca8,5.3691287
c8a8565f00553a00a5d510958dc8c40a4a477783,6.348765
0aaebc88f6106684d6993c156104c1ef36cf94e0,5.553834
f037357014544261767c6ab5b172b246b09d3ddb,6.072338
edc5737211dd036ad81985e117aea3ab9cbc030a,5.371035
e036815d3a8d88224e7e8a95c64ca031dd5b205f,3.458599
f6f5b15522aa9457158ec6d7a16caaacd6cbee42,5.1468506
b9db6bc5ded963759b9a1db58adbaad3314169d6,4.9791
e95d7442ab6fb642a8c3529ef2fc8aa25a774e13,5.872726
c20545cf079fcd100052faf6db21ee865023525f,6.470638
9d12b920015fc145b62c73ca689e71a362e33b35,4.070109
b152244728671db447c59ab0796fac9a423e1356,5.8508573
79fb09750bdb85310622bf240e1060ef8de8bce1,4.366301
fe516d090eef192c93197ed87878da0e23908140,6.012966
f59fe9b15a7762aa5ffb0653396da3f4f2536553,6.0908713
b6cb94c201726bd4e4dcadc007dba2c69933e0c1,5.6684203
339fff79c43561c995b29972a962ccec846c599f,5.018053
aafa3b985fc5f4f1f6dbe50b8edc01713225dd2d,5.2757807
cf84076c807f395016eaee41297162276781b963,5.7127876
e85a95e2eddbdafe7db54351ce3680933e09d0a3,5.2090774
945546f9d4db4b9599e57ffd4271193406f0d96b,3.9753723
e58eaf39ea458008043bd1472f267706524f1fc2,6.900481
9b0622ca034d946055f8590f554fde632487742f,5.9556594
df17da01944f34b2a6b59e8d45407c1297f9834a,5.575238
f156718d3970030deec27298f56fc78a00c00f5a,6.282874
dade8cdd2806e1efa138e68d984abd0ab1c87ced,5.446532
edc641c842df448a70ce315e00b6dd4461a260a9,6.2948465
8beffc1494bb81af08c352aea875a183e45bd824,6.099323
a18783b2a14d61192a1b97ce3daca9e67cb8cd59,6.6483254
980a5ef7011a98b8fa55e5ac3d7ebce6f7784286,5.711782
a688299300a50fed79edb502fb02fc503a564308,5.496043
c45bf22121eaa2f37dfec2f58729d22394ea220a,6.0102563
88003ba023714648c4312658ad9a4b3703e56de0,4.9771957
934776ec5bd2147907362602555bd692fc56aab9,5.9130235
c13d9b5245d8fc600da9390192908048857599ea,5.9334006
e621f4d6991a537e4508648aa4c3fc278091ec1d,4.805541
baf05c058d7a427783ab9bde33f38d55ae8ac0cb,4.9852657
ea2f8736bbf1d859fb5b46f848db37f421181bd4,4.037389
bc54069a859b02cf1b00e7ab77d68132f9021c8e,5.2752643
55ef1cb9ba9a618396f8f82aefdc261d00864381,5.2123322
eb870373b64f0be961f503936f7a725fca60fb32,5.990925
ef070fa973803bec505aeb6230acdd7a917e2a59,5.64812
e13e39c815ec66160db3c75b7331dc1a0dd1d4ce,6.1319666
9aace874af47927645c48f21ffeb82f8e15f24e1,6.2840757
f86b9fba1d59be7c864d4f23d0c7674113a27cab,6.852953
defaf0c38d68f9958bd180e1a709f130a999b2e6,4.9725385
eaad1484ffa24b01432fa3564a8635bda0b4c34c,3.4682374
c8d7193cba58a3bf26ba18f4ba5728c56ddcd4a3,5.127888
ce892387ba13c6b526d18de003b62c1bfe4c125f,5.3472915
a5fbdd306fbe3003283cf2cb7ae4c371c9693290,4.8437166
89cc639060f3d63cf21d893882e544497e32aeea,5.36283
875e48fd13e52a01a4d48d745d72128f25b9ec81,5.0855036
f2d54f193cc71d429fd5803b2e4721d012afe568,5.224373
fe31861a03511f91760de27adfb8803e8ad321b8,4.9041386
b2a46e3625d075ff330baf8e18019e1af424bc62,4.817222
ac164aef8492a4d178d0704b602f0522512dd913,5.775899
a40402ff4c87721e74766e6751bb458653b3e686,2.5579848
bd9bd34617afb5bf1f3ff27e575c4df427ac32dc,6.8999147
ab4e0b5338de7292c155831c4bd68a740ae6d05f,4.734189
eb2a090421ba380ba6c0a8119510e031bc4e55ea,5.681797
d08b1608a634fda68fd097f278ce9fd4ac24046a,4.1242366
b7289b3b24fd67017ed82f62a889b4c9a0fb5ba4,3.0235739
9a31bbe1021725b074357ae4668bed6eb7e46bc1,4.277814
eb7470e41cb0d50314e9755be518f55b093a4975,6.10858
a76e1891c401fc5f73f6942768488b1487533472,6.10286
a5f22a73b7cb93619da1f3cbc56febec52b1c16e,3.801266
851d9a4b9b8e236f2d62282ddf06fae57b7d9492,6.211931
96ded661b95e3d4d3cf1c8d45aeae3b335224583,5.778556
d20b8e96e5c520827768fe614961d0534c6f2680,5.6163673
5235e36e00b0e927e6ce9f6f771ef92915857989,4.419909
cff1765d7a97d3f012a354586ccfd49fdaf6aa44,4.9046855
f0d74f349e6479eaecf425634f8b0dd51e60d60c,6.2318406
508e0627871ed482bd8ab34544e43e5d856a889c,3.8745403
d525d6edf4b0c6362ddaa4814c3930a6a62bdc99,5.6378098
b722e6209f2858faf0bf80947cadcbde586bb666,4.7518234
b45e8d507778dab56f381a681c453cbf4d3b4050,5.229195
ea385e57f5d3d6841a6997dd7af680e135928bca,4.2416964
